name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2023-02-19,13.5,7.5,10,13.5,4.3,8.6,5,71.6,0,0,0,,0,0,30.1,20.4,266.4,1026.3,27.3,29.2,57.7,5,3,,2023-02-19T07:07:12,2023-02-19T17:22:24,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-02-20,12.8,6.8,9.4,12.8,3.8,7.6,6.6,83,0,0,0,,0,0,37.7,25.9,245.4,1024.1,90.9,28.6,38.9,3.4,2,,2023-02-20T07:05:12,2023-02-20T17:24:12,0,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-02-21,10,6.7,8.6,10,4.9,7.2,6.3,85.6,0,0,0,,0,0,22.9,15.6,232.6,1017.8,89.3,15.4,32.4,2.8,1,,2023-02-21T07:03:10,2023-02-21T17:26:01,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03768399999,03672099999,03781099999,03684099999,03768099999,EGLC,03772099999,03770099999"
london,2023-02-22,9.6,6.5,7.8,9.3,4.9,6.5,5.3,84.8,3.792,100,41.67,rain,0,0,18.4,13.1,272.5,1011.8,89.7,10.9,21.8,1.8,1,,2023-02-22T07:01:08,2023-02-22T17:27:49,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,EGLC,03772099999,03770099999"
london,2023-02-23,8.6,3.8,6.9,6,3.3,4.3,3.3,77.7,0.001,100,4.17,rain,0,0,41.7,23.1,27.2,1018.1,84.2,21.2,27.4,2.5,1,,2023-02-23T06:59:04,2023-02-23T17:29:37,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-02-24,11.1,1.6,5.4,11.1,-0.9,3.5,1.5,76.4,0,0,0,,0,0,36.1,20.7,354.9,1014,65.4,20.3,42.8,3.5,2,,2023-02-24T06:57:00,2023-02-24T17:31:25,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-02-25,8.1,4.1,5.6,5.3,0.7,2.4,0.4,70,0,0,0,,0,0,38.5,24.9,22.2,1017.4,62.8,24.3,59.5,5.1,4,,2023-02-25T06:54:54,2023-02-25T17:33:12,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-02-26,7.3,2.6,4.8,4.3,-0.7,1.9,-1.8,63.7,0,0,0,,0,0,37.3,20.9,40.7,1027,32,29.8,62.2,5.3,4,,2023-02-26T06:52:48,2023-02-26T17:34:59,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-02-27,8.3,1.6,4.9,5.6,-1.2,2.2,-0.6,68.2,0,0,0,,0,0,33.3,19.3,43.1,1031.6,53.4,33,59,5.1,3,,2023-02-27T06:50:41,2023-02-27T17:36:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-02-28,7.6,2.8,5.4,4.5,-0.3,2.5,2,79,0,0,0,,0,0,36.7,21.4,34.3,1032.5,73.3,26.4,24.3,2.1,1,,2023-02-28T06:48:33,2023-02-28T17:38:33,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-01,8.1,4.6,6.2,5.8,2.3,3.8,2.2,75.3,0,0,0,,0,0,27.7,16.7,42.3,1029,96.5,31.4,36.7,3.2,2,,2023-03-01T06:46:24,2023-03-01T17:40:19,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-03-02,9.3,2.6,5.5,6.7,0,2.8,0.1,69.1,0,0,0,,0,0,33.3,20,39.6,1025.9,47,19.6,68.8,5.8,4,,2023-03-02T06:44:14,2023-03-02T17:42:05,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGWU,03680099999,EGLL,D5621,03672099999,03781099999,EGLC,03772099999,03770099999"
london,2023-03-03,7,4,5.8,5.3,2.4,3.7,0.2,67.7,0,0,0,,0,0,28.4,16.7,32.6,1028.9,99.9,26.3,32.8,2.9,1,,2023-03-03T06:42:04,2023-03-03T17:43:51,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"EGWU,03769099999,EGLL,03680099999,D5621,03768399999,03672099999,03781099999,03684099999,EGLC,03772099999,03770099999"
london,2023-03-04,7.1,5.1,6.2,5.6,2.5,4,0.6,67.7,0,0,0,,0,0,24.1,15,14.9,1029.3,100,26.2,36.5,3.2,2,,2023-03-04T06:39:53,2023-03-04T17:45:36,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-05,5.3,3.6,4.5,4.1,0.2,2.2,-1.5,64.8,0,0,0,,0,0,23.3,14.5,292.9,1019.1,97.3,21.4,34.8,3,1,,2023-03-05T06:37:42,2023-03-05T17:47:22,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-06,9.6,1.1,5.4,7.1,-0.9,2.9,2.6,82.5,2,100,37.5,rain,0,0,31.7,23.4,257.3,1005.9,85.2,19.6,39.6,3.4,2,,2023-03-06T06:35:30,2023-03-06T17:49:06,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-07,5.8,1.1,3.5,4,0.2,1.9,1,83.7,4.008,100,41.67,"rain,snow",0,0,27.3,17.6,289.9,1000.2,78.7,17.9,36.8,3.2,2,,2023-03-07T06:33:17,2023-03-07T17:50:51,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-08,3.3,0.8,2.4,0.4,-2.8,-1.2,1.2,92.2,12.384,100,83.33,"rain,snow",1.7,1.6,33.7,20,79,991.6,95.2,6.4,21.5,1.7,1,,2023-03-08T06:31:04,2023-03-08T17:52:35,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03684099999,03768099999,F6665,EGLC,03772099999,03770099999"
london,2023-03-09,10.8,2.6,6.4,10.8,-0.1,4.4,5.6,94.5,4.421,100,66.67,rain,0,0,26.5,17,139.5,990.9,99.6,8.2,22.8,1.9,1,,2023-03-09T06:28:50,2023-03-09T17:54:19,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-10,9.5,3,5.6,9.1,-2.7,3,1.8,77.5,2.604,100,37.5,rain,0,0,55.4,31.9,343,996.9,81.1,23.3,45,3.9,2,,2023-03-10T06:26:36,2023-03-10T17:56:03,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-11,8.6,-0.4,4.2,6.2,-1.3,2.4,-0.7,72.4,1.597,100,20.83,rain,0,0,28.5,17.1,146,1009.4,67.8,23,90.5,7.9,4,,2023-03-11T06:24:22,2023-03-11T17:57:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-12,13.3,6,10.1,13.3,3.9,9,7.7,85.7,1,100,25,rain,0,0,44.1,29.4,226.8,1005.6,86.4,13.1,73.3,6.5,3,,2023-03-12T06:22:07,2023-03-12T17:59:30,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-13,13.8,10.1,12.5,13.8,10.1,12.5,8.3,76.1,0.602,100,25,rain,0,0,69.8,45.6,227.3,990.5,98.4,13.6,57,4.9,3,,2023-03-13T06:19:52,2023-03-13T18:01:13,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-14,10.8,4.1,7.1,10.8,0.3,4.1,1.2,67.9,2.014,100,41.67,rain,0,0,45.3,29.5,291.6,1003,70,28.6,71.2,6.2,4,,2023-03-14T06:17:36,2023-03-14T18:02:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-15,8.6,1,5.5,5.8,0.1,3.5,2.3,80.6,2.204,100,33.33,rain,0,0,33.3,20.8,193.5,1015.6,45.7,20.8,81,7,4,,2023-03-15T06:15:20,2023-03-15T18:04:39,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-03-16,13.6,7.6,11.3,13.6,4.7,10.4,7.6,78.7,1.002,100,16.67,rain,0,0,40.7,27.7,194.6,1006.2,85.5,22.6,66.2,5.6,4,,2023-03-16T06:13:04,2023-03-16T18:06:22,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-17,15,10.6,12.1,15,10.6,12.1,9.6,84.8,4.98,100,33.33,rain,0,0,29.3,19.6,191.8,1003.8,87.5,17.8,34.1,3,2,,2023-03-17T06:10:48,2023-03-17T18:08:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-18,13.8,9.3,11,13.8,7.5,10.9,8.6,85.1,4.192,100,41.67,rain,0,0,24.9,16.1,203.3,1006.1,73.5,21.6,51.4,4.4,3,,2023-03-18T06:08:31,2023-03-18T18:09:46,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-19,11.1,6.6,9,11.1,4.3,7.4,4.3,73.1,1.391,100,8.33,rain,0,0,25.9,18.4,281.4,1015.7,83.6,26.1,63.7,5.4,2,,2023-03-19T06:06:15,2023-03-19T18:11:28,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-20,12.6,8.6,10.4,12.6,6.5,9.6,8,84.6,0.806,100,29.17,rain,0,0,33.7,22.5,220.8,1016.5,99,15,37,3.1,2,,2023-03-20T06:03:58,2023-03-20T18:13:10,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-21,14.1,9.1,11.4,14.1,6.7,11,8,79.8,0.404,100,16.67,rain,0,0,46.4,28.1,214.9,1008.9,91.7,18,62,5.6,3,,2023-03-21T06:01:41,2023-03-21T18:14:51,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"EGWU,03680099999,EGLL,D5621,03768399999,03672099999,03781099999,03768099999,EGLC,03772099999,03770099999"
london,2023-03-22,15.6,10.5,12.2,15.6,10.5,12.2,8.5,78.8,1.204,100,33.33,rain,0,0,57.2,35.1,216.3,999.9,93.4,17.1,68.5,5.9,5,,2023-03-22T05:59:24,2023-03-22T18:16:33,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-23,15.3,9.6,11.7,15.3,7.1,11.5,7.5,75.5,2.423,100,50,rain,0,0,58.6,38.2,220.9,997,88.2,14.3,82.3,7.1,4,,2023-03-23T05:57:07,2023-03-23T18:18:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-24,14.1,8.5,10.5,14.1,5.3,9,6.5,77.4,4.805,100,37.5,rain,0,0,50.5,32.7,230,997.9,66.3,15.6,105.7,9.3,5,,2023-03-24T05:54:50,2023-03-24T18:19:56,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,F4685,03772099999,03770099999"
london,2023-03-25,14.6,8.3,11,14.6,4.4,9.6,5.2,68.6,0.598,100,12.5,rain,0,0,55.2,39.1,250.1,1003.5,74.5,17.8,82.5,6.9,3,,2023-03-25T05:52:33,2023-03-25T18:21:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-03-26,9.6,6.8,8.2,8.7,4.4,6.3,4.7,79.1,6.212,100,41.67,rain,0,0,30.5,19.5,21.4,1007.1,89,14.8,42.9,3.5,2,,2023-03-26T06:50:16,2023-03-26T19:23:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-27,10.8,4.4,7.3,10.8,2.3,6.3,-1.3,55.7,0,0,0,,0,0,21.3,10.5,11.6,1024.8,50.9,32.6,123.7,10.7,5,,2023-03-27T06:47:59,2023-03-27T19:24:59,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-03-28,9.1,5.6,7.5,6.7,3.1,4.8,3.4,75.5,2.206,100,41.67,rain,0,0,41.5,26.5,184,1019.3,85.2,20.6,39,3.5,1,,2023-03-28T06:45:42,2023-03-28T19:26:40,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-29,14.3,8.8,11.5,14.3,6.8,11,9.6,88.1,7,100,25,rain,0,0,40.9,25.2,204,1009.1,99,10,36.8,3.1,1,,2023-03-29T06:43:26,2023-03-29T19:28:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-30,15.6,10.8,13,15.6,10.8,13,9,76.8,0.801,100,16.67,rain,0,0,51,32.2,226.3,1003.2,93.8,15.4,88,7.6,5,,2023-03-30T06:41:09,2023-03-30T19:30:01,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-31,13.6,10.3,11.2,13.6,10.3,11.2,9.5,89.6,18.237,100,95.83,rain,0,0,46.2,31.9,233.3,989.1,97.1,10.4,48.3,4.2,2,,2023-03-31T06:38:53,2023-03-31T19:31:42,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-01,11.3,8.6,9.9,11.3,6.1,9,6.7,80.4,0.206,100,16.67,rain,0,0,31.7,18.8,341.9,1005.8,99.5,28.1,45.5,3.8,2,,2023-04-01T06:36:37,2023-04-01T19:33:22,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-02,12,6.1,8.5,12,3.8,6.4,2.7,68.1,0,0,0,,0,0,36.3,18.4,26.5,1025.1,70.7,30.9,87.5,7.6,4,,2023-04-02T06:34:21,2023-04-02T19:35:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-03,12.1,3.3,7.4,12.1,1.8,6.2,1,65.3,0,0,0,,0,0,27.9,18.2,76.4,1030.1,30.2,29.8,141.8,12.3,7,,2023-04-03T06:32:05,2023-04-03T19:36:44,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03684099999,03768099999,03772099999,03770099999"
london,2023-04-04,14.1,2.6,8,14.1,2.6,7.4,0.5,61,0,0,0,,0,0,19.6,11.8,115.3,1027.4,0,29.5,159.2,13.7,7,,2023-04-04T06:29:50,2023-04-04T19:38:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-04-05,13.3,4.3,8.8,13.3,3.4,7.9,2.9,67.3,0.796,100,16.67,rain,0,0,25.3,19.4,216.1,1021.1,67.5,20,117.8,10.2,5,,2023-04-05T06:27:35,2023-04-05T19:40:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-06,14.6,8.5,10.7,14.6,6.6,9.8,7.4,81.5,4.789,100,54.17,rain,0,0,32.7,20.4,268.8,1014.2,79.4,26.6,64.3,5.5,3,,2023-04-06T06:25:21,2023-04-06T19:41:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-07,14.8,6.6,10.4,14.8,4.8,9.9,2.3,59.4,0,0,0,,0,0,19.7,10.8,345.5,1020.6,23.2,38.5,163.4,14,8,,2023-04-07T06:23:07,2023-04-07T19:43:26,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-08,14.8,4.5,9.7,14.8,4.5,9.4,4.7,73.6,0,0,0,,0,0,18.4,12.4,87.8,1025.4,20.5,25.9,122.5,10.5,6,,2023-04-08T06:20:53,2023-04-08T19:45:06,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-09,16.8,6.5,11.3,16.8,4.4,10.8,5,67.9,0,0,0,,0,0,24.5,17.2,155.7,1021.7,49.3,16.5,175.5,15.1,7,,2023-04-09T06:18:40,2023-04-09T19:46:47,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-10,16.1,8.1,12,16.1,4.7,11.7,7,73.2,13.772,100,62.5,rain,0,0,56.4,36.7,231.7,1010.3,78.1,20.6,57.3,4.9,2,,2023-04-10T06:16:28,2023-04-10T19:48:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-11,13.1,6.3,9.4,13.1,3.9,7.2,5.2,76,5.234,100,37.5,rain,0,0,46.7,29.5,224.2,1009.1,53.6,21.4,106.9,9.2,7,,2023-04-11T06:14:16,2023-04-11T19:50:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03672099999,03781099999,03684099999,EGLC,03772099999,03770099999"
london,2023-04-12,11.1,5.8,8.4,11.1,3.1,5.7,4,74.9,1.822,100,54.17,rain,0,0,73,43.1,229.4,993.6,71,25.2,136.9,11.9,7,,2023-04-12T06:12:04,2023-04-12T19:51:48,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-13,13.1,6.6,9.5,13.1,2.9,7.4,2.1,61.8,0.003,100,8.33,rain,0,0,43.4,29.3,260.6,1001.2,47.6,37.6,153,13.3,7,,2023-04-13T06:09:53,2023-04-13T19:53:28,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-14,10.5,5.6,8.3,10.5,4.1,7,4.9,79.1,12.339,100,29.17,rain,0,0,35.7,24.3,144.8,1004.5,83.4,24.6,64.5,5.5,2,,2023-04-14T06:07:43,2023-04-14T19:55:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-15,15.6,7.3,10.3,15.6,4.8,9.2,6.2,77.3,0.808,100,12.5,rain,0,0,25.3,15.5,352.1,1017.4,86.6,26.1,98.7,8.5,5,,2023-04-15T06:05:34,2023-04-15T19:56:49,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-16,16.1,7.6,12.1,16.1,6.8,12,6,67.9,0,0,0,,0,0,18.8,13.6,272.7,1026,64.4,31.3,110.1,9.6,4,,2023-04-16T06:03:25,2023-04-16T19:58:29,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-17,17,9.1,12.8,17,7.6,12.7,7.4,70.8,0.598,100,12.5,rain,0,0,28.5,18.2,72,1027.5,54.4,23.9,160.3,13.7,7,,2023-04-17T06:01:17,2023-04-17T20:00:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-18,11.8,7.6,9.8,11.8,4.7,8.7,4.9,72,0,0,0,,0,0,43.3,26.5,57.2,1027.7,89.3,16.4,64.1,5.4,4,,2023-04-18T05:59:09,2023-04-18T20:01:50,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-04-19,15.6,8.3,11.2,15.6,5.8,10.3,5.2,68,0,0,0,,0,0,44.2,29.4,69.2,1025,43.3,18.7,115.8,9.7,6,,2023-04-19T05:57:03,2023-04-19T20:03:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-04-20,15.8,6.6,9.9,15.8,4.6,8.5,2.6,64,1.599,100,16.67,rain,0,0,49,28.3,44.5,1021.2,29.5,27.2,154,13.4,8,,2023-04-20T05:54:57,2023-04-20T20:05:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03680099999,D5621,03672099999,03781099999,F6665,03684099999,03768099999,03772099999,03770099999"
